Número de registros,Número de registros por stations.json,Altitude,Available Bikes,Available Docks,City,Execution Time,Id,Land Mark,Last Communication Time,Latitude,Location,Longitude,Postal Code,stAddress1,stAddress2,stationBeanList Índice (generado),Station Name,Status Key,Status Value,Test Station,Total Docks,Índice Del Documento (Generado)
1,1,,6,19,,16/07/2019 14:13,3321,,16/07/2019 14:09,40.6831164,,-73.99785267,,Clinton St & Union St,,499,Clinton St & Union St,1,In Service,Falso,25,1
1,1,,23,2,,16/07/2019 14:13,3322,,16/07/2019 14:12,40.668603,,-73.9904394,,12 St & 4 Ave,,500,12 St & 4 Ave,1,In Service,Falso,25,1
1,1,,5,54,,16/07/2019 14:13,3323,,16/07/2019 14:10,40.7981856,,-73.9605909,,W 106 St & Central Park West,,501,W 106 St & Central Park West,1,In Service,Falso,59,1
1,1,,25,0,,16/07/2019 14:13,3324,,16/07/2019 14:10,40.6685455,,-73.99333264,,3 Ave & 14 St,,502,3 Ave & 14 St,1,In Service,Falso,25,1
1,1,,15,6,,16/07/2019 14:13,3326,,16/07/2019 14:11,40.67434,,-74.00194698,,Clinton St & Centre St,,503,Clinton St & Centre St,1,In Service,Falso,21,1
1,1,,3,24,,16/07/2019 14:13,3327,,16/07/2019 14:10,40.7877214,,-73.94728331,,3 Ave & E 100 St,,504,3 Ave & E 100 St,1,In Service,Falso,27,1
1,1,,1,37,,16/07/2019 14:13,3328,,16/07/2019 14:11,40.795,,-73.9645,,W 100 St & Manhattan Ave,,505,W 100 St & Manhattan Ave,1,In Service,Falso,39,1
1,1,,19,8,,16/07/2019 14:13,3329,,16/07/2019 14:10,40.6829151,,-73.99318208,,Degraw St & Smith St,,506,Degraw St & Smith St,1,In Service,Falso,27,1
1,1,,10,8,,16/07/2019 14:13,3330,,16/07/2019 14:10,40.6725058,,-74.00494695,,Henry St & Bay St,,507,Henry St & Bay St,1,In Service,Falso,19,1
1,1,,5,34,,16/07/2019 14:13,3331,,16/07/2019 14:10,40.8013434,,-73.97114574,,Riverside Dr & W 104 St,,508,Riverside Dr & W 104 St,1,In Service,Falso,39,1
1,1,,6,13,,16/07/2019 14:13,3332,,16/07/2019 14:11,40.68199044,,-73.99079025,,Degraw St & Hoyt St,,509,Degraw St & Hoyt St,1,In Service,Falso,19,1
1,1,,19,2,,16/07/2019 14:13,3333,,16/07/2019 14:11,40.6747055,,-74.0075572,,Columbia St & Lorraine St,,510,Columbia St & Lorraine St,1,In Service,Falso,21,1
1,1,,27,1,,16/07/2019 14:13,3335,,16/07/2019 14:12,40.6772744,,-73.98282002,,Union St & 4 Ave,,511,Union St & 4 Ave,1,In Service,Falso,28,1
1,1,,5,36,,16/07/2019 14:13,3336,,16/07/2019 14:10,40.787801,,-73.953559,,E 97 St & Madison Ave,,512,E 97 St & Madison Ave,1,In Service,Falso,41,1
1,1,,18,5,,16/07/2019 14:13,3337,,16/07/2019 14:10,40.67363551,,-74.01195556,,Dwight St & Van Dyke St,,513,Dwight St & Van Dyke St,1,In Service,Falso,23,1
1,1,,5,26,,16/07/2019 14:13,3338,,16/07/2019 14:09,40.7862586,,-73.94552579,,2 Ave & E 99 St,,514,2 Ave & E 99 St,1,In Service,Falso,31,1
1,1,,12,11,,16/07/2019 14:13,3339,,16/07/2019 14:09,40.6765304,,-73.97846879,,Berkeley Pl & 6 Ave,,515,Berkeley Pl & 6 Ave,1,In Service,Falso,23,1
1,1,,7,14,,16/07/2019 14:13,3340,,16/07/2019 14:09,40.6753274,,-74.0100698,,Wolcott St & Dwight St,,516,Wolcott St & Dwight St,1,In Service,Falso,21,1
1,1,,3,36,,16/07/2019 14:13,3341,,16/07/2019 14:11,40.795346,,-73.96186,,Central Park West & W 102 St,,517,Central Park West & W 102 St,1,In Service,Falso,41,1
1,1,,7,16,,16/07/2019 14:13,3342,,16/07/2019 14:09,40.6777748,,-74.0094613,,Pioneer St & Richards St,,518,Pioneer St & Richards St,1,In Service,Falso,23,1
1,1,,0,23,,16/07/2019 14:13,3343,,16/07/2019 14:11,40.7997568,,-73.96211287,,W 107 St & Columbus Ave,,519,W 107 St & Columbus Ave,1,In Service,Falso,23,1
1,1,,6,13,,16/07/2019 14:13,3344,,16/07/2019 14:09,40.679043,,-74.011169,,Pioneer St & Van Brunt St,,520,Pioneer St & Van Brunt St,1,In Service,Falso,19,1
1,1,,22,13,,16/07/2019 14:13,3345,,16/07/2019 14:09,40.78948542,,-73.9524293,,Madison Ave & E 99 St,,521,Madison Ave & E 99 St,1,In Service,Falso,35,1
1,1,,0,29,,16/07/2019 14:13,3346,,16/07/2019 14:12,40.67514684,,-73.9752321,,Berkeley Pl & 7 Ave,,522,Berkeley Pl & 7 Ave,1,In Service,Falso,29,1
1,1,,7,12,,16/07/2019 14:13,3347,,16/07/2019 14:10,40.6773429,,-74.01275056,,Van Brunt St & Wolcott St,,523,Van Brunt St & Wolcott St,1,In Service,Falso,21,1
1,1,,9,9,,16/07/2019 14:13,3348,,16/07/2019 14:12,40.677236,,-74.015665,,Coffey St & Conover St,,524,Coffey St & Conover St,1,In Service,Falso,19,1
1,1,,0,29,,16/07/2019 14:13,3349,,16/07/2019 14:12,40.6729679,,-73.97087984,,Grand Army Plaza & Plaza St West,,525,Grand Army Plaza & Plaza St West,1,In Service,Falso,30,1
1,1,,3,35,,16/07/2019 14:13,3350,,16/07/2019 14:12,40.7973721,,-73.97041192,,W 100 St & Broadway,,526,W 100 St & Broadway,1,In Service,Falso,39,1
1,1,,7,18,,16/07/2019 14:13,3351,,16/07/2019 14:12,40.7869946,,-73.94164802,,E 102 St & 1 Ave,,527,E 102 St & 1 Ave,1,In Service,Falso,25,1
1,1,,21,0,,16/07/2019 14:13,3352,,16/07/2019 14:10,40.67267243,,-74.00879525,,Sigourney St & Columbia St,,528,Sigourney St & Columbia St,1,In Service,Falso,21,1
1,1,,0,30,,16/07/2019 14:13,3354,,16/07/2019 14:10,40.668132,,-73.97363831,,3 St & Prospect Park West,,529,3 St & Prospect Park West,1,In Service,Falso,31,1
1,1,,4,21,,16/07/2019 14:13,3355,,16/07/2019 14:11,40.76800889,,-73.96845281,,E 66 St & Madison Ave,,530,E 66 St & Madison Ave,1,In Service,Falso,25,1
1,1,,0,21,,16/07/2019 14:13,3356,,16/07/2019 14:11,40.7746671,,-73.98470567,,Amsterdam Ave & W 66 St,,531,Amsterdam Ave & W 66 St,1,In Service,Falso,21,1
1,1,,3,31,,16/07/2019 14:13,3357,,16/07/2019 14:12,40.8008363,,-73.96644925,,W 106 St & Amsterdam Ave,,532,W 106 St & Amsterdam Ave,1,In Service,Falso,35,1
1,1,,0,25,,16/07/2019 14:13,3358,,16/07/2019 14:12,40.6711978,,-73.97484126,,Garfield Pl & 8 Ave,,533,Garfield Pl & 8 Ave,1,In Service,Falso,25,1
1,1,,3,32,,16/07/2019 14:13,3359,,16/07/2019 14:12,40.7691572,,-73.96703464,,E 68 St & Madison Ave,,534,E 68 St & Madison Ave,1,In Service,Falso,35,1
1,1,,1,24,,16/07/2019 14:13,3360,,16/07/2019 14:12,40.7829391,,-73.9786517,,Amsterdam Ave & W 79 St,,535,Amsterdam Ave & W 79 St,1,In Service,Falso,25,1
1,1,,3,20,,16/07/2019 14:13,3361,,16/07/2019 14:10,40.6740886,,-73.9787282,,Carroll St & 6 Ave,,536,Carroll St & 6 Ave,1,In Service,Falso,23,1
1,1,,5,29,,16/07/2019 14:13,3362,,16/07/2019 14:12,40.7781314,,-73.96069399,,Madison Ave & E 82 St,,537,Madison Ave & E 82 St,1,In Service,Falso,34,1
1,1,,22,10,,16/07/2019 14:13,3363,,16/07/2019 14:12,40.7904828,,-73.95033068,,E 102 St & Park Ave,,538,E 102 St & Park Ave,1,In Service,Falso,33,1
1,1,,21,5,,16/07/2019 14:13,3364,,16/07/2019 14:09,40.6751622,,-73.9814832,,Carroll St & 5 Ave,,539,Carroll St & 5 Ave,1,In Service,Falso,27,1
1,1,,0,25,,16/07/2019 14:13,3365,,16/07/2019 14:11,40.6703837,,-73.97839676,,3 St & 7 Ave,,540,3 St & 7 Ave,1,In Service,Falso,27,1
1,1,,0,31,,16/07/2019 14:13,3366,,16/07/2019 14:11,40.8021174,,-73.96818053,,West End Ave & W 107 St,,541,West End Ave & W 107 St,1,In Service,Falso,31,1
1,1,,33,6,,16/07/2019 14:13,3367,,16/07/2019 14:11,40.7922553,,-73.95249933,,5 Ave & E 103 St,,542,5 Ave & E 103 St,1,In Service,Falso,39,1
1,1,,3,27,,16/07/2019 14:13,3368,,16/07/2019 14:11,40.6728155,,-73.98352355,,5 Ave & 3 St,,543,5 Ave & 3 St,1,In Service,Falso,30,1
1,1,,3,26,,16/07/2019 14:13,3369,,16/07/2019 14:12,40.7724607,,-73.9468208,,E 82 St & East End Ave,,544,E 82 St & East End Ave,1,In Service,Falso,29,1
1,1,,1,24,,16/07/2019 14:13,3370,,16/07/2019 14:10,40.7727966,,-73.95577801,,E 78 St & 2 Ave,,545,E 78 St & 2 Ave,1,In Service,Falso,25,1
1,1,,1,38,,16/07/2019 14:13,3372,,16/07/2019 14:11,40.7689738,,-73.95482273,,E 74 St & 1 Ave,,546,E 74 St & 1 Ave,1,In Service,Falso,39,1
1,1,,27,0,,16/07/2019 14:13,3373,,16/07/2019 14:10,40.6750705,,-73.98775226,,3 St & 3 Ave,,547,3 St & 3 Ave,1,In Service,Falso,27,1
1,1,,6,30,,16/07/2019 14:13,3374,,16/07/2019 14:11,40.799484,,-73.955613,,Central Park North & Adam Clayton Powell Blvd,,548,Central Park North & Adam Clayton Powell Blvd,1,In Service,Falso,36,1
1,1,,0,35,,16/07/2019 14:13,3375,,16/07/2019 14:11,40.7699426,,-73.96060712,,3 Ave & E 72 St,,549,3 Ave & E 72 St,1,In Service,Falso,35,1
1,1,,0,39,,16/07/2019 14:13,3376,,16/07/2019 14:09,40.76471852,,-73.9622207,,E 65 St & 2 Ave,,550,E 65 St & 2 Ave,1,In Service,Falso,39,1
1,1,,24,1,,16/07/2019 14:13,3377,,16/07/2019 14:09,40.6786115,,-73.99037292,,Carroll St & Bond St,,551,Carroll St & Bond St,1,In Service,Falso,25,1
1,1,,2,25,,16/07/2019 14:13,3378,,16/07/2019 14:13,40.773763,,-73.96222088,,E 76 St & Park Ave,,552,E 76 St & Park Ave,1,In Service,Falso,28,1
1,1,,33,0,,16/07/2019 14:13,3379,,16/07/2019 14:10,40.7903051,,-73.94755757,,E 103 St & Lexington Ave,,553,E 103 St & Lexington Ave,1,In Service,Falso,35,1
1,1,,20,0,,16/07/2019 14:13,3381,,16/07/2019 14:09,40.6777287,,-73.99364123,,3 St & Hoyt St,,554,3 St & Hoyt St,1,In Service,Falso,21,1
1,1,,26,4,,16/07/2019 14:13,3382,,16/07/2019 14:09,40.680611,,-73.99475825,,Carroll St & Smith St,,555,Carroll St & Smith St,1,In Service,Falso,31,1
1,1,,0,23,,16/07/2019 14:13,3383,,16/07/2019 14:09,40.804213,,-73.96699104,,Cathedral Pkwy & Broadway,,556,Cathedral Pkwy & Broadway,1,In Service,Falso,25,1
1,1,,21,4,,16/07/2019 14:13,3384,,16/07/2019 14:12,40.6787242,,-73.99599099,,Smith St & 3 St,,557,Smith St & 3 St,1,In Service,Falso,25,1
1,1,,4,22,,16/07/2019 14:13,3386,,16/07/2019 14:12,40.6809591,,-73.99905709,,1 Pl & Clinton St,,558,1 Pl & Clinton St,1,In Service,Falso,27,1
1,1,,7,18,,16/07/2019 14:13,3387,,16/07/2019 14:10,40.7934337,,-73.94945003,,E 106 St & Madison Ave,,559,E 106 St & Madison Ave,1,In Service,Falso,25,1
1,1,,8,14,,16/07/2019 14:13,3388,,16/07/2019 14:12,40.6828003,,-73.99990419,,President St & Henry St,,560,President St & Henry St,1,In Service,Falso,25,1
1,1,,15,13,,16/07/2019 14:13,3389,,16/07/2019 14:11,40.6830456,,-74.00348559,,Carroll St & Columbia St,,561,Carroll St & Columbia St,1,In Service,Falso,28,1
1,1,,24,0,,16/07/2019 14:13,3390,,16/07/2019 14:11,40.79329668,,-73.9432083,,E 109 St & 3 Ave,,562,E 109 St & 3 Ave,1,In Service,Falso,24,1
1,1,,24,1,,16/07/2019 14:13,3391,,16/07/2019 14:12,40.7892529,,-73.93956237,,E 106 St & 1 Ave,,563,E 106 St & 1 Ave,1,In Service,Falso,25,1
1,1,,11,8,,16/07/2019 14:13,3392,,16/07/2019 14:10,40.6812117,,-74.00860912,,Commerce St & Van Brunt St,,564,Commerce St & Van Brunt St,1,In Service,Falso,19,1
1,1,,4,15,,16/07/2019 14:13,3393,,16/07/2019 14:09,40.6794327,,-74.00785041,,Richards St & Delavan St,,565,Richards St & Delavan St,1,In Service,Falso,19,1
1,1,,15,5,,16/07/2019 14:13,3394,,16/07/2019 14:09,40.6769993,,-74.00647134,,Columbia St & W 9 St,,566,Columbia St & W 9 St,1,In Service,Falso,21,1
1,1,,15,4,,16/07/2019 14:13,3395,,16/07/2019 14:11,40.6763744,,-74.00324957,,Henry St & W 9 St,,567,Henry St & W 9 St,1,In Service,Falso,19,1
1,1,,9,16,,16/07/2019 14:13,3396,,16/07/2019 14:12,40.6783563,,-74.00014502,,Clinton St & 4 Place,,568,Clinton St & 4 Place,1,In Service,Falso,25,1
1,1,,21,4,,16/07/2019 14:13,3397,,16/07/2019 14:09,40.6763947,,-73.99869893,,Court St & Nelson St,,569,Court St & Nelson St,1,In Service,Falso,25,1
1,1,,13,8,,16/07/2019 14:13,3398,,16/07/2019 14:11,40.6746957,,-73.99785768,,Smith St & 9 St,,570,Smith St & 9 St,1,In Service,Falso,23,1
1,1,,22,2,,16/07/2019 14:13,3399,,16/07/2019 14:10,40.67260298,,-73.98983002,,7 St & 3 Ave,,571,7 St & 3 Ave,1,In Service,Falso,24,1
1,1,,5,18,,16/07/2019 14:13,3400,,16/07/2019 14:10,40.7961535,,-73.94782145,,E 110 St & Madison Ave,,572,E 110 St & Madison Ave,1,In Service,Falso,24,1
1,1,,21,0,,16/07/2019 14:13,3402,,16/07/2019 14:12,40.6902375,,-73.99203074,,Court St & State St,,573,Court St & State St,1,In Service,Falso,23,1
1,1,,31,0,,16/07/2019 14:13,3403,,16/07/2019 14:09,40.6705135,,-73.98876585,,4 Ave & 9 St,,574,4 Ave & 9 St,1,In Service,Falso,31,1
1,1,,15,10,,16/07/2019 14:13,3404,,16/07/2019 14:09,40.6704922,,-73.98541675,,7 St & 5 Ave,,575,7 St & 5 Ave,1,In Service,Falso,27,1
1,1,,0,23,,16/07/2019 14:13,3405,,16/07/2019 14:11,40.6704836,,-73.98208968,,5 St & 6 Ave,,576,5 St & 6 Ave,1,In Service,Falso,23,1
1,1,,21,2,,16/07/2019 14:13,3407,,16/07/2019 14:09,40.679098,,-73.98765475,,Union St & Nevins St,,577,Union St & Nevins St,1,In Service,Falso,23,1
1,1,,9,17,,16/07/2019 14:13,3408,,16/07/2019 14:11,40.6881529,,-73.99520919,,Congress St & Clinton St,,578,Congress St & Clinton St,1,In Service,Falso,27,1
1,1,,31,3,,16/07/2019 14:13,3409,,16/07/2019 14:11,40.6867443,,-73.99063168,,Bergen St & Smith St,,579,Bergen St & Smith St,1,In Service,Falso,35,1
1,1,,26,4,,16/07/2019 14:13,3410,,16/07/2019 14:09,40.6864442,,-73.98759104,,Dean St & Hoyt St,,580,Dean St & Hoyt St,1,In Service,Falso,31,1
1,1,,23,2,,16/07/2019 14:13,3411,,16/07/2019 14:11,40.6849668,,-73.98620772,,Bond St & Bergen St,,581,Bond St & Bergen St,1,In Service,Falso,27,1
1,1,,4,13,,16/07/2019 14:13,3412,,16/07/2019 14:12,40.6853761,,-73.98302136,,Pacific St & Nevins St,,582,Pacific St & Nevins St,1,In Service,Falso,18,1
1,1,,14,6,,16/07/2019 14:13,3413,,16/07/2019 14:09,40.6827549,,-73.98258555,,Wyckoff St & 3 Ave,,583,Wyckoff St & 3 Ave,1,In Service,Falso,22,1
1,1,,8,25,,16/07/2019 14:13,3414,,16/07/2019 14:09,40.68094472,,-73.97567332,,Bergen St & Flatbush Ave,,584,Bergen St & Flatbush Ave,1,In Service,Falso,33,1
1,1,,20,5,,16/07/2019 14:13,3415,,16/07/2019 14:11,40.6793307,,-73.97519523,,Prospect Pl & 6 Ave,,585,Prospect Pl & 6 Ave,1,In Service,Falso,25,1
1,1,,10,15,,16/07/2019 14:13,3416,,16/07/2019 14:11,40.6776147,,-73.97324283,,7 Ave & Park Pl,,586,7 Ave & Park Pl,1,In Service,Falso,25,1
1,1,,18,9,,16/07/2019 14:13,3417,,16/07/2019 14:12,40.6795766,,-73.97854971,,Baltic St & 5 Ave,,587,Baltic St & 5 Ave,1,In Service,Falso,27,1
1,1,,1,32,,16/07/2019 14:13,3418,,16/07/2019 14:09,40.6750207,,-73.97111473,,Plaza St West & Flatbush Ave,,588,Plaza St West & Flatbush Ave,1,In Service,Falso,33,1
1,1,,24,3,,16/07/2019 14:13,3419,,16/07/2019 14:12,40.6792788,,-73.98154004,,Douglass St & 4 Ave,,589,Douglass St & 4 Ave,1,In Service,Falso,27,1
1,1,,12,7,,16/07/2019 14:13,3420,,16/07/2019 14:12,40.6802133,,-73.98432695,,Douglass St & 3 Ave,,590,Douglass St & 3 Ave,1,In Service,Falso,21,1
1,1,,13,8,,16/07/2019 14:13,3422,,16/07/2019 14:12,40.6859296,,-74.00242364,,Columbia St & Degraw St,,591,Columbia St & Degraw St,1,In Service,Falso,21,1
1,1,,2,25,,16/07/2019 14:13,3423,,16/07/2019 14:11,40.66106337,,-73.97945255,,West Drive & Prospect Park West,,592,West Drive & Prospect Park West,1,In Service,Falso,29,1
1,1,,23,4,,16/07/2019 14:13,3424,,16/07/2019 14:12,40.791976,,-73.945993,,E 106 St & Lexington Ave,,593,E 106 St & Lexington Ave,1,In Service,Falso,27,1
1,1,,13,20,,16/07/2019 14:13,3425,,16/07/2019 14:12,40.7892105,,-73.94370784,,2 Ave & E 104 St,,594,2 Ave & E 104 St,1,In Service,Falso,33,1
1,1,,29,8,,16/07/2019 14:13,3427,,16/07/2019 14:12,40.72430527,,-73.99600983,,Lafayette St & Jersey St,,595,Lafayette St & Jersey St,1,In Service,Falso,40,1
1,1,,37,1,,16/07/2019 14:13,3429,,16/07/2019 14:11,40.68506807,,-73.9779076,,Hanson Pl & Ashland Pl,,596,Hanson Pl & Ashland Pl,1,In Service,Falso,39,1
1,1,,2,22,,16/07/2019 14:13,3430,,16/07/2019 14:12,40.71907891,,-73.9422369,,Richardson St & N Henry St,,597,Richardson St & N Henry St,1,In Service,Falso,25,1
1,1,,2,33,,16/07/2019 14:13,3434,,16/07/2019 14:09,40.79025417,,-73.9771834,,W 88 St & West End Ave,,598,W 88 St & West End Ave,1,In Service,Falso,35,1
1,1,,40,4,,16/07/2019 14:13,3435,,16/07/2019 14:10,40.718822,,-73.99596,,Grand St & Elizabeth St,,599,Grand St & Elizabeth St,1,In Service,Falso,45,1
1,1,,1,38,,16/07/2019 14:13,3437,,16/07/2019 14:12,40.79313481,,-73.97700369,,Riverside Dr & W 91 St,,600,Riverside Dr & W 91 St,1,In Service,Falso,39,1
1,1,,39,4,,16/07/2019 14:13,3440,,16/07/2019 14:12,40.69241829,,-73.98949474,,Fulton St & Adams St,,601,Fulton St & Adams St,1,In Service,Falso,43,1
1,1,,4,14,,16/07/2019 14:13,3449,,16/07/2019 14:10,40.72146256,,-73.94800901,,Eckford St & Engert Ave,,602,Eckford St & Engert Ave,1,In Service,Falso,18,1
1,1,,14,28,,16/07/2019 14:13,3452,,16/07/2019 14:10,40.71915572,,-73.94885391,,Bayard St & Leonard St,,603,Bayard St & Leonard St,1,In Service,Falso,43,1
1,1,,8,11,,16/07/2019 14:13,3453,,16/07/2019 14:12,40.71335226,,-73.94910336,,Devoe St & Lorimer St,,604,Devoe St & Lorimer St,1,In Service,Falso,19,1
1,1,,1,23,,16/07/2019 14:13,3454,,16/07/2019 14:11,40.71036854,,-73.94705951,,Leonard St & Maujer St,,605,Leonard St & Maujer St,1,In Service,Falso,24,1
1,1,,0,21,,16/07/2019 14:13,3456,,16/07/2019 14:10,40.71638032,,-73.94821286,,Jackson St & Leonard St,,606,Jackson St & Leonard St,1,In Service,Falso,22,1
1,1,,0,0,,16/07/2019 14:13,3457,,07/05/2019 11:28,40.76302594,,-73.97209525,,E 58 St & Madison Ave,,607,E 58 St & Madison Ave,3,Not In Service,Falso,0,1
1,1,,0,0,,16/07/2019 14:13,3458,,07/05/2019 09:15,40.76309387,,-73.97835016,,W 55 St & 6 Ave,,608,W 55 St & 6 Ave,3,Not In Service,Falso,0,1
1,1,,6,30,,16/07/2019 14:13,3463,,16/07/2019 14:09,40.73536706,,-73.98797393,,E 16 St & Irving Pl,,609,E 16 St & Irving Pl,1,In Service,Falso,37,1
1,1,,10,13,,16/07/2019 14:13,3469,,16/07/2019 14:12,40.73181402,,-73.95995021,,India St & West St,,610,India St & West St,1,In Service,Falso,23,1
1,1,,34,4,,16/07/2019 14:13,3472,,16/07/2019 14:09,40.74275383,,-74.00747359,,W 15 St & 10 Ave,,611,W 15 St & 10 Ave,1,In Service,Falso,38,1
1,1,,32,0,,16/07/2019 14:13,3477,,16/07/2019 14:11,40.65539977,,-74.01062787,,39 St & 2 Ave - Citi Bike HQ at Industry City,,612,39 St & 2 Ave - Citi Bike HQ at Industry City,1,In Service,Falso,33,1
1,1,,41,1,,16/07/2019 14:13,3478,,16/07/2019 14:11,40.65708867,,-74.00870204,,2 Ave & 36 St - Citi Bike HQ at Industry City,,613,2 Ave & 36 St - Citi Bike HQ at Industry City,1,In Service,Falso,43,1
1,1,,6,39,,16/07/2019 14:13,3479,,16/07/2019 14:12,40.6851256,,-74.02535319,,Picnic Point,,614,Picnic Point,1,In Service,Falso,45,1
1,1,,3,19,,16/07/2019 14:13,3481,,16/07/2019 14:11,40.71649,,-74.04105,,York St,,615,York St,1,In Service,Falso,22,1
1,1,,2,12,,16/07/2019 14:13,3483,,16/07/2019 14:12,40.71942,,-74.05099,,Montgomery St,,616,Montgomery St,1,In Service,Falso,14,1
1,1,,28,2,,16/07/2019 14:13,3486,,16/07/2019 14:12,40.68841743,,-73.98451656,,Schermerhorn St & Bond St,,617,Schermerhorn St & Bond St,1,In Service,Falso,30,1
1,1,,31,0,,16/07/2019 14:13,3490,,16/07/2019 14:09,40.796879,,-73.937261,,E 116 St & 2 Ave,,618,E 116 St & 2 Ave,1,In Service,Falso,31,1
1,1,,6,18,,16/07/2019 14:13,3491,,16/07/2019 14:11,40.79747,,-73.93504,,E 118 St & 1 Ave,,619,E 118 St & 1 Ave,1,In Service,Falso,24,1
1,1,,19,8,,16/07/2019 14:13,3492,,16/07/2019 14:12,40.8005385,,-73.9419949,,E 118 St & Park Ave,,620,E 118 St & Park Ave,1,In Service,Falso,27,1
1,1,,23,8,,16/07/2019 14:13,3493,,16/07/2019 14:11,40.799139,,-73.9389152,,E 118 St & 3 Ave,,621,E 118 St & 3 Ave,1,In Service,Falso,31,1
1,1,,21,0,,16/07/2019 14:13,3494,,16/07/2019 14:11,40.797911,,-73.9423,,E 115 St & Lexington Ave,,622,E 115 St & Lexington Ave,1,In Service,Falso,25,1
1,1,,17,7,,16/07/2019 14:13,3495,,16/07/2019 14:12,40.7945663,,-73.9362541,,E 114 St & 1 Ave,,623,E 114 St & 1 Ave,1,In Service,Falso,26,1
1,1,,12,13,,16/07/2019 14:13,3496,,16/07/2019 14:10,40.7923272,,-73.9383,,1 Ave & E 110 St,,624,1 Ave & E 110 St,1,In Service,Falso,25,1
1,1,,12,10,,16/07/2019 14:13,3497,,16/07/2019 14:10,40.7949879,,-73.9333349,,Pleasant Ave & E 116 St,,625,Pleasant Ave & E 116 St,1,In Service,Falso,23,1
1,1,,11,10,,16/07/2019 14:13,3498,,16/07/2019 14:12,40.7974772,,-73.9311847,,Pleasant Ave & E 120 St,,626,Pleasant Ave & E 120 St,1,In Service,Falso,21,1
1,1,,18,6,,16/07/2019 14:13,3499,,16/07/2019 14:11,40.8006721,,-73.9349,,2 Ave & E 122 St,,627,2 Ave & E 122 St,1,In Service,Falso,25,1
1,1,,26,1,,16/07/2019 14:13,3500,,16/07/2019 14:10,40.7989445,,-73.944846,,E 115 St & Madison Ave,,628,E 115 St & Madison Ave,1,In Service,Falso,31,1
1,1,,10,19,,16/07/2019 14:13,3501,,16/07/2019 14:10,40.8014866,,-73.9442507,,E 118 St & Madison Ave,,629,E 118 St & Madison Ave,1,In Service,Falso,29,1
1,1,,23,6,,16/07/2019 14:13,3502,,16/07/2019 14:10,40.7954121,,-73.9441232,,Lexington Ave & E 111 St,,630,Lexington Ave & E 111 St,1,In Service,Falso,29,1
1,1,,1,29,,16/07/2019 14:13,3503,,16/07/2019 14:09,40.80295,,-73.942954,,Madison Ave & E 120 St,,631,Madison Ave & E 120 St,1,In Service,Falso,30,1
1,1,,13,14,,16/07/2019 14:13,3504,,16/07/2019 14:09,40.8029263,,-73.9379,,E 123 St & Lexington Ave,,632,E 123 St & Lexington Ave,1,In Service,Falso,27,1
1,1,,24,9,,16/07/2019 14:13,3505,,16/07/2019 14:10,40.805726,,-73.936322,,Lexington Ave & E 127 St,,633,Lexington Ave & E 127 St,1,In Service,Falso,33,1
1,1,,11,18,,16/07/2019 14:13,3506,,16/07/2019 14:12,40.8013066,,-73.9398167,,Lexington Ave & E 120 St,,634,Lexington Ave & E 120 St,1,In Service,Falso,29,1
1,1,,7,29,,16/07/2019 14:13,3507,,16/07/2019 14:09,40.8045555,,-73.9396861,,Park Ave & E 124 St,,635,Park Ave & E 124 St,1,In Service,Falso,36,1
1,1,,29,2,,16/07/2019 14:13,3508,,16/07/2019 14:12,40.809725,,-73.953149,,St Nicholas Ave & Manhattan Ave,,636,St Nicholas Ave & Manhattan Ave,1,In Service,Falso,31,1
1,1,,2,28,,16/07/2019 14:13,3509,,16/07/2019 14:12,40.8011939,,-73.9500739,,Lenox Ave & W 115 St,,637,Lenox Ave & W 115 St,1,In Service,Falso,31,1
1,1,,27,4,,16/07/2019 14:13,3510,,16/07/2019 14:11,40.8078316,,-73.949373,,Adam Clayton Powell Blvd & W 123 St,,638,Adam Clayton Powell Blvd & W 123 St,1,In Service,Falso,31,1
1,1,,14,6,,16/07/2019 14:13,3511,,16/07/2019 14:09,40.802535,,-73.9532423,,Adam Clayton Powell Blvd & W 115 St,,639,Adam Clayton Powell Blvd & W 115 St,1,In Service,Falso,22,1
1,1,,17,2,,16/07/2019 14:13,3512,,16/07/2019 14:09,40.7747175,,-73.9337894,,27 Ave & 4 St,,640,27 Ave & 4 St,1,In Service,Falso,19,1
1,1,,13,8,,16/07/2019 14:13,3513,,16/07/2019 14:12,40.774645,,-73.923706,,21 St & Hoyt Ave S,,641,21 St & Hoyt Ave S,1,In Service,Falso,21,1
1,1,,18,5,,16/07/2019 14:13,3514,,16/07/2019 14:11,40.7767,,-73.927631,,Astoria Park S & Shore Blvd,,642,Astoria Park S & Shore Blvd,1,In Service,Falso,23,1
1,1,,6,11,,16/07/2019 14:13,3515,,16/07/2019 14:12,40.774591,,-73.918544,,24 Ave & 26 St,,643,24 Ave & 26 St,1,In Service,Falso,19,1
1,1,,15,15,,16/07/2019 14:13,3516,,16/07/2019 14:11,40.7699176,,-73.9184057,,31 St & Astoria Blvd,,644,31 St & Astoria Blvd,1,In Service,Falso,31,1
1,1,,25,8,,16/07/2019 14:13,3517,,16/07/2019 14:12,40.7711528,,-73.9170074,,31 St & Hoyt Ave N,,645,31 St & Hoyt Ave N,1,In Service,Falso,35,1
1,1,,27,7,,16/07/2019 14:13,3518,,16/07/2019 14:12,40.808442,,-73.9452087,,Lenox Ave & W 126 St,,646,Lenox Ave & W 126 St,1,In Service,Falso,34,1
